"Date","AMSTEOE","DAXINDX","FTSE100","HNGKNGI","JAPDOWA","SNGALLS","SPCOMP"
08/06/87,238.56,1308.18,2228.4,3068.06,25523.89,368.92,296.72
09/06/87,238.36,1302.49,2265.2,3108.57,25379.88,363.56,297.28
10/06/87,238.36,1303.79,2256.1,3097.33,25738.95,364.86,297.47
11/06/87,239.41,1311.34,2249.3,3087.52,25890.94,364.55,298.73
12/06/87,239.99,1313.16,2289.5,3129.88,25894.27,364.39,301.62
15/06/87,242.3,1339.27,2307.6,3129.88,25756.44,361.48,302.69
16/06/87,244.28,1346.26,2309,3170.88,25738.85,362.91,304.76
17/06/87,247.99,1346.26,2320.4,3178.62,25929.42,365.5,304.81
18/06/87,247.27,1346.26,2293.2,3133.74,25750.55,365.31,305.69
19/06/87,250.12,1377.69,2266.1,3165.64,25288.1,365.32,306.97
22/06/87,254.3,1390.45,2244.6,3131.19,24640.35,367.19,309.65
23/06/87,253.97,1401.61,2265.5,3110.41,24794.89,368.13,308.43
24/06/87,253.42,1371.03,2284,3178.98,24892.75,368.98,306.86
25/06/87,258.15,1395.02,2277.2,3136.31,25031.35,370.09,308.96
26/06/87,259.16,1408.56,2291.3,3138.68,25049.81,370.87,307.16
29/06/87,259.16,1397.78,2289.3,3151.98,24509.39,372.13,307.9
30/06/87,259.07,1382.56,2284.1,3178.19,24176.39,371.04,304
01/07/87,256.5,1383.05,2269.8,3163.99,24252.38,370.77,302.94
02/07/87,259.69,1399.97,2297.4,3229.15,24636.44,372.99,305.63
03/07/87,262.85,1419.27,2328.1,3208.84,24465.48,376.66,305.63
06/07/87,265.04,1408.11,2351.9,3220.68,23870.85,381.82,304.92
07/07/87,264.26,1414.21,2365.4,3236.41,23816.09,383.88,307.4
08/07/87,263.07,1419.2,2356.9,3251.38,23472.42,383.54,308.29
09/07/87,261.36,1411.28,2371,3225.97,23755.89,387.17,307.52
10/07/87,262.02,1419.76,2382,3207.21,24102.98,391.44,308.37
13/07/87,263.32,1431.03,2386.6,3216.11,24118.01,393.99,307.63
14/07/87,264.98,1440.47,2403,3253.42,23931.52,390.23,310.68
15/07/87,264.5,1462.16,2419.2,3262.3,23969.76,395.71,310.42
16/07/87,267.96,1455.8,2443.4,3305.82,24003.6,398.28,312.1
17/07/87,271.72,1472.57,2428.7,3342.13,23983.44,399.03,314.59
20/07/87,271.28,1483.84,2400.7,3386.09,23328.64,396.94,311.39
21/07/87,272.47,1472.94,2390.5,3353.78,23078.35,399.67,308.55
22/07/87,269.67,1460.33,2344.5,3380.41,22702.73,397.44,308.47
23/07/87,267.98,1443.78,2340.2,3366.82,23036.52,393.27,307.81
24/07/87,268.23,1459.66,2346.9,3343.6,23942.94,390.89,309.27
27/07/87,268.77,1454.49,2333.9,3346.87,24104.98,385.55,310.65
28/07/87,268.99,1468.89,2359.9,3337.46,24385.81,394.38,312.33
29/07/87,270.97,1478.07,2383.1,3389.73,24427.1,395.37,315.65
30/07/87,274.73,1501.88,2370.5,3419.28,24510.35,397.66,318.05
31/07/87,273.57,1510.54,2360.9,3479.24,24488.1,397.98,318.66
03/08/87,270.28,1507.38,2334.3,3514.25,24483.81,395.63,317.57
04/08/87,270.28,1520.21,2307.8,3531.88,24172.6,398.92,316.23
05/08/87,279.28,1536.73,2317.4,3517.13,24297.14,404.52,318.45
06/08/87,280.99,1550.19,2261.4,3497.95,24658.23,404.52,322.09
07/08/87,283.25,1559.53,2226.2,3536.19,24800.94,408.99,323
10/08/87,284.95,1552.98,2242.2,3543.76,25119.69,408.99,328
11/08/87,286.05,1559.3,2275.4,3546.52,25282.97,410.79,333.33
12/08/87,283.06,1548.89,2286.1,3557.43,25559.23,409.21,332.39
13/08/87,282.6,1542.83,2290.1,3514.27,25575.73,406.09,334.65
14/08/87,281.64,1563.06,2295.4,3512.15,25494.01,404.62,333.99
17/08/87,282.12,1570.28,2259.6,3510.66,25378.88,398.34,334.11
18/08/87,275.4,1552.68,2224.8,3504.87,25344.34,401.81,329.25
19/08/87,276.42,1530,2197.6,3450.64,25231.59,395.86,329.83
20/08/87,279,1544.2,2185.3,3408.01,25396.56,393.86,334.84
21/08/87,280.21,1546.66,2205.8,3446.59,25559.18,394.51,335.9
24/08/87,280.39,1536.06,2225.1,3391.26,25754.31,399,333.33
25/08/87,282.6,1529.62,2248.1,3447.3,25643.39,404.17,336.77
26/08/87,282.52,1536.58,2249.6,3526.26,25875.73,401.91,334.57
27/08/87,277.35,1531.82,2245.8,3583.33,25968.77,399.72,331.38
28/08/87,275.72,1540.15,2249.7,3611.74,25974.96,396.77,327.04
31/08/87,272.32,1537.81,2249.7,3611.74,26029.22,391.17,329.79
01/09/87,274.81,1547.7,2272.8,3644.28,26118.42,381.66,323.4
02/09/87,269.99,1537.21,2249.5,3635.86,25946.6,384.61,321.68
03/09/87,269.18,1516.75,2268.1,3653.95,25649.88,376.71,320.21
04/09/87,266.95,1500.17,2274.9,3654.48,25744.03,380.45,316.7
07/09/87,262.35,1471.83,2283.6,3646.33,25004.09,384.21,316.7
08/09/87,265.58,1481.42,2275,3601.54,25204.09,390.55,313.56
09/09/87,266.56,1491.95,2249.1,3577.64,24937.93,391.26,313.92
10/09/87,269.72,1507.2,2253.2,3600.96,24795.24,389.97,317.13
11/09/87,268.24,1509.88,2261.2,3660.5,24828.27,391.47,321.98
14/09/87,273.16,1531.07,2271.8,3649.84,24954.02,391.22,323.08
15/09/87,272.02,1524.79,2264.5,3646.92,24954.02,388.05,317.74
16/09/87,268.87,1515.38,2279.8,3604.64,24967.73,383.4,314.86
17/09/87,265.44,1509.73,2304.5,3571.36,24855.31,380.98,314.93
18/09/87,266.12,1502.62,2328.3,3649.96,24844.84,376.57,314.86
21/09/87,265.65,1496.86,2334.8,3667.95,24912.42,368.35,310.54
22/09/87,261.93,1495.74,2335.5,3695.53,24866.06,372.54,319.5
23/09/87,268.7,1503.11,2352.4,3763.11,24866.06,373.83,321.19
24/09/87,264.56,1498.34,2353.4,3764.42,24944.9,375.51,319.72
25/09/87,265.6,1492.62,2342.6,3840.11,25095.8,376.86,320.16
28/09/87,267.9,1493.21,2368.1,3884.65,25837.3,384.01,323.2
29/09/87,267.99,1505.26,2368.3,3859.48,25998,384.36,321.69
30/09/87,267.31,1500.17,2366,3943.64,26010.88,380.12,321.83
01/10/87,268.13,1519.99,2373.8,3949.73,25721.74,380.99,327.34
02/10/87,268.11,1543.05,2382.2,3932.04,25862.45,383.68,328.07
05/10/87,268.88,1538.07,2385.8,3944.24,26018.33,386.35,328.08
06/10/87,265.95,1525.23,2367.9,3906.44,26088.97,389.1,319.22
07/10/87,263.1,1517.65,2359.8,3936.13,25952.27,388.11,318.54
08/10/87,263.83,1519.77,2375.5,3936.13,26286.75,388.45,314.16
09/10/87,260.06,1478.86,2366.5,3882.42,26338.77,389.21,311.05
12/10/87,256.77,1480.16,2338.5,3900.17,26284.65,386.38,309.39
13/10/87,258.81,1500.91,2350.2,3841.28,26400.63,384.54,314.52
14/10/87,253.93,1497.38,2322.9,3844.48,26646.43,383.71,305.23
15/10/87,248.52,1460.59,2301.9,3828.64,26428.22,382.55,298.08
16/10/87,247.09,1458.54,2301.9,3783.2,26366.74,375.47,282.7
19/10/87,217.43,1321.61,2052.3,3362.39,25746.56,341.93,224.99
20/10/87,204.57,1302.8,1801.6,3362.39,21910.08,341.93,236.83
21/10/87,223.42,1379.53,1943.8,3362.39,23947.4,341.93,258.38
22/10/87,207.24,1287.58,1833.2,3362.39,24404.45,314.32,248.25
23/10/87,207.7,1292.67,1795.2,3362.39,23201.22,288.1,248.22
26/10/87,188.43,1193.31,1684.1,2241.69,22202.56,277.77,227.67
27/10/87,194.57,1225.47,1703.3,2395.72,22834.96,274.06,233.19
28/10/87,182.99,1142.17,1658.4,2370.16,22577.53,260.15,233.28
29/10/87,183.45,1104.4,1682,2204.52,22033.89,258.68,244.77
30/10/87,193.72,1177.38,1749.8,2240.13,22765.04,267.27,251.79
02/11/87,188.3,1163.87,1723.7,2203.23,23358.6,273.74,255.74
03/11/87,178.25,1129.99,1653.9,2180.74,23358.6,273.45,250.82
04/11/87,171.52,1097.52,1608.1,2077.11,23060.53,267.02,248.96
05/11/87,171.1,1093.39,1638.8,1960.9,22629.56,261.38,254.48
06/11/87,171.63,1067.36,1620.8,2113.67,22795.02,262.45,250.41
09/11/87,159.4,1012.09,1565.2,2139.31,22418.37,262.44,243.17
10/11/87,152.36,945.91,1573.5,2043.24,21686.46,256.65,239
11/11/87,170.38,988.19,1639.3,2046.18,21036.76,251.22,241.9
12/11/87,185.22,1061.64,1702.5,2150.87,21546.5,254.9,249.9
13/11/87,180.13,1075.87,1678.3,2226.74,22448.25,259.92,245.64
16/11/87,187.27,1082.72,1684.7,2310.86,22615.43,262.77,246.76
17/11/87,179.95,1063.38,1660.1,2290.37,22344.28,257.52,243.04
18/11/87,182.01,1063.38,1663.7,2285.15,22734.49,259.32,245.55
19/11/87,177.34,1055.6,1639.1,2257.6,22668.8,257.04,240.05
20/11/87,170.27,1027.34,1633.4,2214.7,22705.56,256.19,242
23/11/87,175.41,1037.3,1657.7,2141.71,22705.56,256.21,242.99
24/11/87,179.27,1080.39,1689.1,2134.84,22856.02,254.46,246.39
25/11/87,174.95,1067.24,1664.1,2184.41,23219.69,255.21,244.1
26/11/87,171.78,1058.65,1660.7,2179.58,23282.19,253.3,244.1
27/11/87,170.96,1052.55,1651.6,2194.19,23268.2,252.86,240.34
30/11/87,159.26,1022.84,1579.9,2138.39,22686.78,250.17,230.3
01/12/87,162.59,1030.24,1578.5,2108.55,22832.89,246.21,232
02/12/87,164.26,1044.78,1590.3,2100.83,22915.49,245.28,233.45
03/12/87,163.47,1037.94,1588.4,2057.43,22808.16,239.69,225.21
